track_name,artist(s)_name,artist_count,released_year,released_month,released_day,in_spotify_playlists,in_spotify_charts,streams,in_apple_playlists,in_apple_charts,in_deezer_playlists,in_deezer_charts,in_shazam_charts,bpm,key,mode,danceability_%,valence_%,energy_%,acousticness_%,instrumentalness_%,liveness_%,speechiness_%,popularity
We Found Love,"Rihanna, Calvin Harris",2,2011,1,1,36843,21,1235005533.0,321,91,"4,607",1,58,0.19236262175829136,C#,Major,0.3808419957899656,0.373934902613139,0.7849732772229955,-0.9163986713510532,-0.19150181181757883,-0.5294918138618154,-0.6396989092517682,2
Let Me Down Slowly,Alec Benjamin,1,2018,5,25,5897,19,1374581173.0,0,0,885,0,0,0.9732974444188172,C#,Minor,-0.16412436732202348,-0.0073198419087119725,-0.5809121810213796,1.832797342702107,-0.19150181181757883,-0.3079577239056158,-0.7375789598704523,2
"Am I Dreaming (Metro Boomin & A$AP Rocky, Roisee)","A$AP Rocky, Metro Boomin, Roisee",3,2023,6,2,727,16,94186466.0,17,60,28,1,44,-1.1565247992007985,A,Minor,-0.5047283442670166,-1.6170620965565272,-0.7050835863163228,-0.8771244425788653,-0.19150181181757883,0.20895515265884992,-0.6396989092517682,0
Do I Wanna Know?,Arctic Monkeys,1,2013,1,1,33783,26,1788326445.0,133,92,"2,733",1,26,-1.3340099861691,F,Major,-0.8453323212120099,-0.388574586430563,-0.7050835863163228,-0.36655946854042126,-0.19150181181757883,0.28279984931091645,-0.7375789598704523,2
Demons,Imagine Dragons,1,2012,1,1,26694,13,1840364617.0,65,82,"3,425",4,13,2.038208566228625,D#,Major,-2.34398981976998,-0.5580211395513857,0.4124590613381659,-0.24873678222385728,-0.19150181181757883,0.7258680292233156,-0.541818858633084,2
ýýýýýýýýýýýý,YOASOBI,1,2023,4,12,356,16,143573775.0,35,102,8,1,117,1.5412500427173814,C#,Major,-0.7090907304340126,1.390614221338075,1.8404302222300126,-0.6022048411735493,-0.19150181181757883,1.3904702990919144,-0.15029865615834714,0
Reminder,The Weeknd,1,2016,11,25,6518,17,684675814.0,45,85,238,1,47,1.3282678183554197,G#,Major,0.24460040501196834,-0.4732978629909743,-0.8913406942587375,-0.40583369731260927,-0.19150181181757883,-0.16026833060148274,1.1221420018845474,2
Shake It Off,Taylor Swift,1,2014,1,1,21335,13,1113838873.0,328,70,"1,378",9,20,1.3282678183554197,G,Major,-0.16412436732202348,1.8565922424203374,0.9712303851654103,-0.8378502138066773,-0.19150181181757883,1.6858490857001807,0.5348616981724422,2
Why'd You Only Call Me When You're High?,Arctic Monkeys,1,2013,1,1,23389,29,1267333350.0,54,70,"1,089",2,1,-1.0855307244134782,D,Major,0.17647960962296969,1.263529306497458,-0.08422655984160685,-0.8771244425788653,-0.19150181181757883,-0.751025903818015,-0.6396989092517682,2
Shape of You,Ed Sheeran,1,2017,1,6,32181,10,3562543890.0,33,0,"6,808",7,0,-0.9435425748388371,C#,Minor,1.062049949679952,1.771868965859926,0.03994484545333635,1.2436839111192868,-0.19150181181757883,-0.6771812071659484,-0.24817870677703135,2
Creep,Radiohead,1,1992,9,21,36724,7,1271293243.0,146,72,"6,807",5,80,-1.0855307244134782,G,Major,-0.9815739119900071,-1.6594237348367329,-1.8847119366182832,-0.9949471288954292,-0.19150181181757883,-0.4556471172097489,-0.6396989092517682,2
Car's Outside,James Arthur,1,2019,10,18,794,10,265882712.0,38,25,61,0,263,0.9732974444188172,A,Major,-2.275869024380981,-1.1510840754742648,-0.518826478373908,-0.8771244425788653,-0.19150181181757883,-0.5294918138618154,-0.7375789598704523,1
Apocalypse,Cigarettes After Sex,1,2017,3,21,13091,17,841749534.0,61,96,790,2,116,-1.0145366496261576,F,Major,-2.071506638213985,-1.4476155434357045,-1.0775978022011523,-0.9556729001232412,5.055368267295296,-0.5294918138618154,-0.7375789598704523,2
Cheques,Shubh,1,2023,5,19,67,8,47956378.0,7,10,0,0,57,-1.1565247992007985,E,Minor,0.4489627911789642,-0.642744416111797,-0.08422655984160685,-0.013091409590729287,-0.19150181181757883,0.6520233325712491,-0.541818858633084,0
Pink + White,Frank Ocean,1,2016,8,20,21574,30,806397070.0,112,68,266,1,39,1.3282678183554197,A,Major,-0.9134531166010085,0.11976507293190503,-0.5809121810213796,1.597151970068979,-0.19150181181757883,1.7596937823522472,0.04546144507902125,2
Just The Way You Are,Bruno Mars,1,2010,1,1,21106,13,1641426668.0,82,0,"2,946",0,0,-0.4820810887212536,F,Major,-0.30036595810002076,-0.2191280333097403,1.2816588984027681,-0.9949471288954292,-0.19150181181757883,-0.6771812071659484,-0.541818858633084,2
Take Me To Church,Hozier,1,2013,9,13,23804,31,2135158446.0,187,99,"4,623",1,0,0.22785965915195164,E,Minor,-0.7090907304340126,-0.43093622471076864,0.10203054810080794,1.440055054980227,-0.19150181181757883,-0.4556471172097489,-0.541818858633084,2
Bebe Dame,"Fuerza Regida, Grupo Frontera",2,2022,12,16,849,22,367316268.0,27,129,21,7,111,1.221776706174439,G,Major,-0.9134531166010085,1.009359476816224,-0.2704836677840216,0.1440055054980227,-0.19150181181757883,-0.8248706004700815,-0.541818858633084,1
You Belong With Me (Taylorï¿½ï¿½ï¿½s Ve,Taylor Swift,1,2021,4,9,2619,12,350381515.0,47,90,1,0,7,0.2633566965456119,F#,Major,-0.30036595810002076,-0.0920431184691233,0.5366304666331091,-0.8378502138066773,-0.19150181181757883,-0.6771812071659484,-0.7375789598704523,1
Titi Me Preguntï¿,Bad Bunny,1,2022,5,6,9037,42,1264310836.0,124,133,139,14,166,-0.5530751635085741,F,Minor,-0.16412436732202348,-1.3628922668752932,0.4745447639856375,-0.6414790699457373,-0.19150181181757883,-0.3818024205576823,1.4157821537406001,2
Better Than Revenge (Taylor's Version),Taylor Swift,1,2023,7,7,86,11,30343206.0,3,33,3,0,1,0.8313092948441761,B,Minor,-1.185936298157003,0.6704663705745787,1.5300017089926545,-1.0342213576676174,-0.19150181181757883,0.06126575935471686,-0.24817870677703135,0
Shut up My Moms Calling,Hotel Ugly,1,2020,2,10,1788,14,405136812.0,1,50,19,0,19,0.5828300330885543,A,Minor,-1.3221778889350002,-0.6003827778315913,-1.450112018085982,0.22255396304239872,-0.19150181181757883,-0.6033365105138819,-0.05241860553966295,1
Es un Secreto,Plan B,1,2010,7,20,492,36,540654286.0,4,3,19,0,0,-0.9790396122324974,F#,Minor,1.1301707450689507,0.03504179637149369,0.7849732772229955,-0.5629306124013613,-0.19150181181757883,-0.8248706004700815,-0.6396989092517682,1
POLARIS - Remix,"Feid, Mora, Saiko, Quevedo",4,2023,6,8,773,33,57312735.0,20,46,21,8,99,1.6832381922920223,G#,Minor,-0.3684867534890194,0.1621267112121107,0.9712303851654103,-0.44510792608479727,-0.19150181181757883,1.3904702990919144,-0.34605875739571557,0
Ditto,NewJeans,1,2022,12,19,1154,22,397582059.0,28,125,11,1,51,0.40534484612025296,F#,Minor,0.9258083589019547,-1.4052539051554989,-0.022140857194135246,-0.9163986713510532,-0.19150181181757883,-0.6033365105138819,0.04546144507902125,1
Take On Me,a-ha,1,1984,10,19,44927,17,1479115056.0,34,0,"5,108",6,0,-1.3695070235627602,F#,Minor,-0.7090907304340126,1.4753374978984863,1.5920874116401262,-0.9556729001232412,-0.19150181181757883,-0.6771812071659484,-0.541818858633084,2
"Annihilate (Spider-Man: Across the Spider-Verse) (Metro Boomin & Swae Lee, Lil Wayne, Offset)","Swae Lee, Lil Wayne, Offset, Metro Boomin",4,2023,6,2,551,4,86773632.0,13,46,20,1,10,0.8313092948441761,B,Minor,-0.436607548878018,-1.3205306285950875,-1.0155120995536808,-0.20946255345166928,-0.19150181181757883,-0.4556471172097489,-0.4439388080143997,0
"Angel Pt 1 (feat. Jimin of BTS, JVKE & Muni Long)","Kodak Black, NLE Choppa, Muni Long, JVKE, Jimin",5,2023,5,1,577,14,133753727.0,22,18,15,1,0,-1.7244773974993628,A#,Minor,-0.9815739119900071,-1.1510840754742648,0.16411625074827954,-0.6022048411735493,-0.19150181181757883,-0.6033365105138819,1.7094223055966526,0
Acrï¿½ï¿½s,Shakira,1,2023,5,11,955,29,123124076.0,37,50,79,11,31,0.7603152200568556,B,Major,0.5170835865679628,-0.6851060543920027,-1.0155120995536808,2.264813859196175,-0.19150181181757883,-0.6033365105138819,0.14334149569770546,0
AMG,"Natanael Cano, Gabito Ballesteros, Peso Pluma",3,2022,11,24,995,19,463564958.0,12,117,9,5,3,0.47633892090757346,B,Minor,0.6533251773459602,1.1788060299370466,0.5366304666331091,-0.44510792608479727,-0.19150181181757883,0.6520233325712491,-0.05241860553966295,1
"Phir Aur Kya Chahiye (From ""Zara Hatke Zara Bachke"")","Arijit Singh, Sachin-Jigar, Amitabha Bhattacharya",3,2023,5,15,178,6,64533040.0,6,71,1,0,31,-0.801554425264196,E,Major,-0.7772115258230112,0.07740343465169935,-0.5809121810213796,1.0473127672583467,-0.19150181181757883,-0.4556471172097489,-0.6396989092517682,0
S-Class,Stray Kids,1,2023,6,2,290,19,65496046.0,9,101,5,0,73,-0.6240692382958947,F,Minor,1.4707747220139438,0.6704663705745787,0.8470589798704671,-0.6807532987179253,-0.19150181181757883,-0.8248706004700815,2.1988225586900736,0
Hits Different,Taylor Swift,1,2023,5,26,547,0,68616963.0,15,15,6,0,0,-0.5885722009022344,F,Major,-0.02788277654402621,-1.1510840754742648,0.8470589798704671,-0.44510792608479727,-0.19150181181757883,0.8735574225274487,-0.6396989092517682,0
Chanel,"Becky G, Peso Pluma",2,2023,3,30,681,10,161460990.0,15,92,21,2,26,0.3343507713329324,D,Major,1.1982915404579493,0.07740343465169935,0.22620195339575114,0.5367477932199027,-0.19150181181757883,-0.6771812071659484,-0.6396989092517682,1
Self Love (Spider-Man: Across the Spider-Verse) (Metro Boomin & Coi Leray),"Metro Boomin, Coi Leray",2,2023,6,2,332,5,70106975.0,18,41,5,0,19,-0.09161367739099073,A,Major,0.7214459727349588,-1.9559552027981726,-2.1330547472081696,-0.20946255345166928,-0.19150181181757883,-0.3818024205576823,-0.541818858633084,0
