track_name,artist(s)_name,artist_count,released_year,released_month,released_day,in_spotify_playlists,in_spotify_charts,streams,in_apple_playlists,in_apple_charts,in_deezer_playlists,in_deezer_charts,in_shazam_charts,bpm,key,mode,danceability_%,valence_%,energy_%,acousticness_%,instrumentalness_%,liveness_%,speechiness_%,popularity
SPIT IN MY FACE!,ThxSoMch,1,2022,10,31,573,0,301869854.0,1,0,18,0,24,1.5412500427173814,C#,Major,0.17647960962296969,0.246849987772522,-0.4567407757264364,-0.6807532987179253,2.0897460486662798,-0.5294918138618154,-0.34605875739571557,1
Deck The Hall - Remastered 1999,Nat King Cole,1,1959,1,1,3299,0,127027715.0,65,39,41,0,0,-0.5530751635085741,F#,Minor,0.10835881423397106,1.898953880700543,-1.76054053132334,2.146991172879611,-0.19150181181757883,-0.751025903818015,-0.6396989092517682,0
Smoking on my Ex Pack,SZA,1,2022,12,9,811,0,57144458.0,6,11,3,0,0,-1.475998135743741,G#,Major,-1.3902986843239988,-0.7698293309524139,0.22620195339575114,-0.09163986713510529,-0.19150181181757883,0.28279984931091645,2.6882228117834948,0
Conceited,SZA,1,2022,12,9,899,0,56870689.0,2,14,2,0,0,0.9732974444188172,C#,Major,0.7895667681239574,1.0940827533766353,-1.139683504848624,-0.8378502138066773,-0.19150181181757883,-0.5294918138618154,-0.34605875739571557,0
Snow On The Beach (feat. Lana Del Rey),"Taylor Swift, Lana Del Rey",2,2022,10,21,2415,0,323437194.0,33,57,30,0,11,-0.4465840513275934,A,Major,-0.09600357193302485,-1.3628922668752932,-2.008883341913226,1.675700427613355,-0.19150181181757883,-0.4556471172097489,-0.6396989092517682,1
Maroon,Taylor Swift,1,2022,10,21,2304,0,317726339.0,12,16,14,0,0,-0.5175781261149139,G,Major,-0.2322451627110221,-1.9983168410783783,-1.5121977207334536,-0.7985759850344893,-0.19150181181757883,-0.6033365105138819,-0.4439388080143997,1
Tubarï¿½ï¿½o Te,"Dj LK da Escï¿½ï¿½cia, Tchakabum, mc jhenny, M",4,2022,9,28,1003,0,116144341.0,21,0,44,0,0,0.2633566965456119,E,Minor,1.4707747220139438,-0.13440475674932897,0.5987161692805807,0.1440055054980227,-0.19150181181757883,-0.8248706004700815,2.492462710546126,0
Bejeweled,Taylor Swift,1,2022,10,21,2699,0,328207708.0,39,35,22,2,0,1.4702559679300609,G,Major,0.17647960962296969,-0.51565950127118,-0.518826478373908,-0.7985759850344893,-0.19150181181757883,-0.6771812071659484,-0.34605875739571557,1
Tarot,"Bad Bunny, Jhay Cortez",2,2022,5,6,2482,20,608228647.0,27,77,22,2,0,-0.3045959017529523,B,Minor,0.857687563512956,-0.388574586430563,0.22620195339575114,-0.9556729001232412,-0.19150181181757883,3.531966502001844,-0.6396989092517682,1
You Make It Feel Like Christmas (feat. Blake Shelton),"Gwen Stefani, Blake Shelton",2,2005,9,20,2577,0,180577478.0,108,56,30,0,0,-1.050033687019818,F,Major,-0.30036595810002076,1.771868965859926,1.467916006345183,-0.9949471288954292,-0.19150181181757883,-0.4556471172097489,-0.6396989092517682,1
Desesperados,"Chencho Corleone, Rauw Alejandro",2,2021,6,25,6821,34,809306935.0,83,58,128,7,0,-1.1565247992007985,C#,Minor,1.3345331312359465,-0.0073198419087119725,0.2882876560432227,0.3796508781311507,-0.19150181181757883,-0.6771812071659484,-0.24817870677703135,2
Too Late,SZA,1,2022,12,8,714,0,49262961.0,0,9,2,0,0,0.19236262175829136,B,Major,-1.526540275101996,-0.6851060543920027,0.22620195339575114,2.029168486563047,-0.19150181181757883,1.5381596923960474,-0.24817870677703135,0
Party,"Bad Bunny, Rauw Alejandro",2,2022,5,6,3185,4,614555082.0,38,64,37,3,36,-0.9080455374451768,A,Major,1.062049949679952,-0.17676639502953465,0.9712303851654103,-0.9556729001232412,-0.19150181181757883,0.4304892426150495,-0.15029865615834714,1
Run Rudolph Run - Single Version,Chuck Berry,1,1958,1,1,8612,0,245350949.0,120,30,52,0,1,1.0442915192061377,G,Minor,0.10835881423397106,1.8142306041401317,0.4124590613381659,2.0684427153352347,-0.19150181181757883,-0.8248706004700815,-0.24817870677703135,1
Jingle Bells - Remastered 1999,Frank Sinatra,1,1957,1,1,4326,0,178660459.0,32,3,65,0,0,1.8607233792603237,G#,Major,-1.1178155027680043,1.8142306041401317,-1.8847119366182832,1.832797342702107,-0.19150181181757883,-0.6033365105138819,-0.541818858633084,1
Far,SZA,1,2022,12,9,680,0,51641685.0,2,15,1,0,0,-0.23360182696563178,D,Major,-0.436607548878018,-0.13440475674932897,-0.5809121810213796,1.597151970068979,-0.19150181181757883,-0.16026833060148274,-0.24817870677703135,0
On Time (with John Legend),"John Legend, Metro Boomin",2,2022,12,2,398,0,78139948.0,2,2,6,0,2,-1.5114951731374013,F,Minor,-2.34398981976998,-0.0073198419087119725,-0.3325693704314932,1.9506200290186708,-0.19150181181757883,1.9073831756563802,-0.4439388080143997,0
GATï¿½ï¿½,"Maldy, Karol G",2,2022,8,25,3328,13,322336177.0,39,50,57,3,1,-1.050033687019818,B,Minor,-0.30036595810002076,-0.7274676926722082,1.3437446010502399,-0.013091409590729287,-0.19150181181757883,0.20895515265884992,2.7861028624021786,1
Is There Someone Else?,The Weeknd,1,2022,1,7,2881,6,391251368.0,13,89,34,0,3,0.4408418835139132,A,Minor,0.17647960962296969,0.373934902613139,-0.3946550730789648,-0.8771244425788653,-0.19150181181757883,-0.16026833060148274,-0.7375789598704523,1
Fingers Crossed,"Lauren Spencer Smith, Lauren Spencer Smith, Lauren Spencer Smith",3,2022,1,5,2235,0,349585590.0,65,7,70,16,6,-0.4820810887212536,F,Major,-0.5047283442670166,-0.26148967158994596,-1.0775978022011523,1.4007808262080388,-0.19150181181757883,0.9474021191795152,-0.541818858633084,1
Do It To It,"Cherish, ACRAZE",2,2021,8,20,12403,0,674772936.0,183,63,465,0,11,0.08587150957731057,B,Minor,1.1982915404579493,0.5433814557339617,1.0333160878128818,-0.9556729001232412,0.37881015330338585,-0.8248706004700815,-0.15029865615834714,1
How Do I Make You Love Me?,The Weeknd,1,2022,1,7,1915,0,119238316.0,7,47,15,0,0,-0.05611663999733047,G,Minor,0.857687563512956,0.45865817917355034,-0.8292549916112659,-0.9556729001232412,-0.19150181181757883,-0.6771812071659484,-0.24817870677703135,0
Gasoline,The Weeknd,1,2022,1,7,2297,0,116903579.0,11,29,14,0,0,0.014877434789990053,F#,Minor,0.4489627911789642,-0.6851060543920027,0.5366304666331091,-1.0342213576676174,-0.19150181181757883,0.20895515265884992,-0.541818858633084,0
Infinity,Jaymes Young,1,2017,6,23,4375,0,888046992.0,24,0,396,0,0,-0.020619602603670212,B,Minor,-0.02788277654402621,-0.04968148018891764,0.16411625074827954,-0.44510792608479727,-0.19150181181757883,0.8735574225274487,-0.6396989092517682,2
Take My Breath,The Weeknd,1,2021,8,6,2597,0,130655803.0,17,80,38,0,0,-0.05611663999733047,A#,Minor,0.17647960962296969,-0.6851060543920027,0.7849732772229955,-0.9949471288954292,-0.19150181181757883,0.5781786359191826,-0.6396989092517682,0
"Here We Goï¿½ï¿½ï¿½ Again (feat. Tyler, the Cr","The Weeknd, Tyler, The Creator",3,2022,1,7,1420,0,88103848.0,7,18,7,0,0,0.4408418835139132,C#,Major,-1.7990234566579908,-1.023999160633648,-0.022140857194135246,0.3796508781311507,-0.19150181181757883,3.088898322089445,-0.7375789598704523,0
Best Friends,The Weeknd,1,2022,1,7,1292,0,101114984.0,3,18,14,0,0,-1.2630159113817794,E,Minor,-1.2540570935460016,-0.0920431184691233,-0.3325693704314932,0.6938447083086547,-0.19150181181757883,1.2427809057877814,1.0242619512658633,0
Kiss Me More (feat. SZA),"SZA, Doja Cat",2,2021,4,9,15867,0,1575467011.0,382,65,497,0,12,-0.4110870139339331,G#,Major,0.6533251773459602,0.9669978385360183,0.10203054810080794,0.1440055054980227,-0.19150181181757883,-0.3818024205576823,-0.7375789598704523,2
I Heard You're Married (feat. Lil Wayne),"The Weeknd, Lil Wayne",2,2022,1,7,1178,0,91656026.0,9,10,9,0,0,-0.4465840513275934,D,Major,0.5170835865679628,1.4329758596182807,1.2195731957552967,-0.6414790699457373,-0.19150181181757883,0.9474021191795152,0.8285018500284949,0
Dawn FM,The Weeknd,1,2022,1,7,811,0,53933526.0,1,8,6,0,0,-1.5824892479247217,A,Minor,-2.7527145921039717,-1.7441470113971442,-0.9534263969062091,1.4007808262080388,-0.19150181181757883,2.276606658916713,-0.541818858633084,0
Surface Pressure,Jessica Darrow,1,2021,11,19,1756,0,267758538.0,38,48,20,0,0,2.038208566228625,D,Major,-0.16412436732202348,-0.6003827778315913,-0.3946550730789648,-0.9556729001232412,-0.19150181181757883,-1.0464046904262811,2.0030624574527054,1
Starry Eyes,The Weeknd,1,2022,1,7,1014,0,74601456.0,1,17,11,0,0,-1.2985129487754397,A,Minor,-2.684593796714973,-1.6170620965565272,-1.450112018085982,0.9294900809417828,-0.19150181181757883,0.06126575935471686,-0.7375789598704523,0
THATS WHAT I WANT,Lil Nas X,1,2021,9,17,7963,0,920797189.0,173,7,298,0,4,-1.227518873988119,C#,Minor,0.4489627911789642,0.1621267112121107,1.2816588984027681,-0.9949471288954292,-0.19150181181757883,-0.9725599937742146,1.1221420018845474,2
One Right Now (with The Weeknd),"The Weeknd, Post Malone",2,2021,11,5,4771,0,539595276.0,68,18,75,0,1,-0.9080455374451768,C#,Major,0.040238018844972426,0.882274561975607,0.8470589798704671,-0.8771244425788653,-0.19150181181757883,-0.8248706004700815,-0.541818858633084,1
Beggin,Mï¿½ï¿½ne,1,2017,12,8,8559,0,1367810478.0,183,64,964,9,75,0.40534484612025296,B,Minor,0.24460040501196834,0.3315732643329333,0.9712303851654103,-0.5236563836291733,-0.19150181181757883,1.316625602439848,-0.541818858633084,2
Mon Amour - Remix,"Aitana, zzoilo",2,2020,9,21,3221,2,578207856.0,67,13,139,0,40,-0.23360182696563178,D,Major,0.5170835865679628,-0.642744416111797,0.7228875745755239,-0.5629306124013613,-0.19150181181757883,-0.6033365105138819,-0.05241860553966295,1
Lo Siento BB:/ (with Bad Bunny & Julieta Venegas),"Julieta Venegas, Bad Bunny, Tainy",3,2021,10,5,3423,26,775542072.0,61,65,53,6,0,1.6832381922920223,E,Minor,-0.2322451627110221,-1.5747004582763215,0.3503733586906943,-0.6807532987179253,-0.19150181181757883,-0.6771812071659484,-0.24817870677703135,2
The Motto,"Tiï¿½ï¿½sto, Ava",2,2021,11,4,9151,6,656013912.0,240,107,268,0,5,-0.16260775217831125,G,Minor,0.5170835865679628,-0.2191280333097403,0.7228875745755239,-0.9163986713510532,-0.19150181181757883,-0.6771812071659484,-0.6396989092517682,1
Malvadï¿½ï¿,"Xamï¿½ï¿½, Gustah, Neo B",3,2021,11,30,648,1,240684449.0,14,3,81,0,0,0.3698478087265927,F#,Minor,0.9939291542909533,0.03504179637149369,-0.20839796513655004,0.45819933567552673,-0.19150181181757883,-0.3079577239056158,1.6115422549779685,1
Donï¿½ï¿½ï¿½t Break My,The Weeknd,1,2022,1,7,1184,0,63803529.0,1,5,6,0,0,-0.020619602603670212,A#,Major,0.6533251773459602,-1.1087224371940592,-0.14631226248907844,0.3011024205867747,-0.19150181181757883,0.356644545962983,-0.7375789598704523,0
Oh My God,Adele,1,2021,11,19,4431,0,466214729.0,105,7,199,0,0,-1.227518873988119,C#,Major,-0.9815739119900071,0.1621267112121107,0.5366304666331091,-0.6807532987179253,-0.19150181181757883,-1.1202493870783476,-0.541818858633084,1
Entre Nosotros (Remix) [con Nicki Nicole],"Lit Killah, Maria Becerra, Tiago pzk, NICKI NICOLE",4,2022,1,5,759,3,236940480.0,32,0,12,0,0,1.6832381922920223,F,Minor,0.17647960962296969,0.41629654089334467,-1.2638549101435672,0.5367477932199027,-0.19150181181757883,1.3904702990919144,-0.6396989092517682,1
A Tale By Quincy,The Weeknd,1,2022,1,7,733,0,41924466.0,0,2,2,0,0,-1.0145366496261576,F,Minor,-1.4584194797129975,0.1621267112121107,-0.8913406942587375,1.754248885157731,-0.19150181181757883,-0.6033365105138819,0.04546144507902125,0
I AM WOMAN,Emmy Meli,1,2021,11,18,2795,0,225259194.0,45,0,107,0,0,1.6832381922920223,A#,Major,-0.16412436732202348,-0.2191280333097403,-1.0775978022011523,-0.5629306124013613,-0.19150181181757883,-0.3818024205576823,0.5348616981724422,1
Medallo,"Justin Quiles, Lenny Tavï¿½ï¿½rez, BL",3,2021,10,27,2780,2,393230256.0,54,21,57,1,0,-1.1565247992007985,E,Minor,0.7895667681239574,1.1788060299370466,0.3503733586906943,1.2044096823470987,-0.19150181181757883,3.531966502001844,-0.24817870677703135,1
It'll Be Okay,Shawn Mendes,1,2021,12,1,1950,0,287201015.0,56,8,104,0,10,-1.5824892479247217,G,Major,-1.8671442520469894,-1.8712319262377612,-2.195140449855641,1.4007808262080388,-0.19150181181757883,-0.6771812071659484,-0.7375789598704523,1
Softcore,The Neighbourhood,1,2018,3,9,3947,12,599770206.0,33,102,93,0,30,-1.0145366496261576,D,Major,-0.7090907304340126,-0.642744416111797,-0.3946550730789648,-0.8378502138066773,-0.19150181181757883,-0.23411302725354927,-0.7375789598704523,1
Super Gremlin,Kodak Black,1,2021,10,30,2551,0,342779426.0,52,15,35,0,1,-1.759974434893023,D,Major,1.062049949679952,-1.7017853731169386,-1.450112018085982,-1.0342213576676174,-0.19150181181757883,1.316625602439848,0.33910159693507386,1
Volvï¿,"Aventura, Bad Bunny",2,2021,8,3,5375,10,673801126.0,138,24,133,0,1,1.896220416653984,C#,Major,0.3808419957899656,1.1788060299370466,1.3437446010502399,0.6152962507642787,-0.19150181181757883,-0.8248706004700815,0.7306217994098106,1
Todo De Ti,Rauw Alejandro,1,2020,11,2,11975,8,1168642797.0,188,75,268,6,16,0.19236262175829136,D#,Minor,0.9258083589019547,0.246849987772522,-0.08422655984160685,0.5367477932199027,-0.0774394187933859,-0.6033365105138819,-0.6396989092517682,2
Smokin Out The Window,"Bruno Mars, Anderson .Paak, Silk Sonic",3,2021,11,5,4963,0,383550148.0,63,40,76,0,0,-1.4405010983500808,D,Major,-0.30036595810002076,1.4329758596182807,-0.14631226248907844,-0.7985759850344893,-0.19150181181757883,1.2427809057877814,-0.6396989092517682,1
Meet Me At Our Spot,"THE ANXIETY, Willow, Tyler Cole",3,2020,3,13,6734,0,530511203.0,47,14,90,0,1,-0.9790396122324974,D,Major,0.6533251773459602,-0.4732978629909743,-1.0775978022011523,-0.9556729001232412,-0.19150181181757883,-0.6771812071659484,-0.7375789598704523,1
Tacones Rojos,Sebastian Yatra,1,2021,10,22,3047,9,510876816.0,77,31,85,5,28,0.014877434789990053,B,Minor,0.5170835865679628,1.771868965859926,1.3437446010502399,-0.7200275274901133,-0.19150181181757883,-0.3079577239056158,-0.7375789598704523,1
Dakiti,"Bad Bunny, Jhay Cortez",2,2020,10,30,11215,21,1763363713.0,189,166,525,9,25,-0.4465840513275934,E,Minor,0.3808419957899656,-1.5747004582763215,-0.4567407757264364,0.5367477932199027,-0.19150181181757883,-0.5294918138618154,-0.541818858633084,2
"Tiago PZK: Bzrp Music Sessions, Vol. 48","Bizarrap, Tiago pzk",2,2021,12,29,1678,12,374191487.0,20,4,15,1,3,-0.9435425748388371,C#,Minor,-0.09600357193302485,1.0517211150964296,1.0954017904603535,0.8116673946252188,-0.19150181181757883,-0.6033365105138819,2.1009425080713893,1
Lï¿½ï¿½ï¿,Stromae,1,2022,1,9,2035,0,108809090.0,41,122,394,0,2,-1.227518873988119,D,Minor,-0.7772115258230112,0.2892116260527277,-0.5809121810213796,0.3403766493589627,-0.19150181181757883,0.356644545962983,0.04546144507902125,0
Nostï¿½ï¿½l,"Chris Brown, Rvssian, Rauw Alejandro",3,2021,9,8,2780,2,436695353.0,86,76,59,0,16,-0.8725485000515165,A,Minor,0.3808419957899656,0.373934902613139,1.2816588984027681,-0.36655946854042126,-0.19150181181757883,0.4304892426150495,-0.541818858633084,1
Sad Girlz Luv Money Remix (feat. Kali Uchis),"Kali Uchis, Amaarae, Moliy",3,2021,9,16,3643,0,354065229.0,69,3,70,0,3,-0.4465840513275934,C#,Minor,1.266412335846948,-0.8545526075128252,-0.7050835863163228,0.6545704795364667,-0.19150181181757883,-0.5294918138618154,-0.4439388080143997,1
Butter,BTS,1,2021,5,21,4779,6,1143647827.0,180,135,223,0,5,-0.4465840513275934,G#,Major,0.7895667681239574,0.7975512854151957,-1.76054053132334,-1.0342213576676174,-0.19150181181757883,-0.898715297122148,0.04546144507902125,2
pushin P (feat. Young Thug),"Young Thug, Future, Gunna",3,2022,1,7,3517,0,311395144.0,54,28,43,0,0,-1.5824892479247217,C#,Minor,0.6533251773459602,-0.0920431184691233,-1.3880263154385104,-0.9949471288954292,-0.0774394187933859,-0.3818024205576823,0.8285018500284949,1
You Right,"Doja Cat, The Weeknd",2,2021,6,24,5073,0,672656250.0,83,9,100,0,4,0.22785965915195164,G#,Major,1.062049949679952,-0.30385130987015163,-0.14631226248907844,-0.9556729001232412,-0.19150181181757883,-0.751025903818015,-0.4439388080143997,1
deja vu,Olivia Rodrigo,1,2021,4,1,7545,4,1256880657.0,117,39,141,0,46,2.0737056036222854,A,Major,-1.5946610704909947,-1.2358073520346762,-0.2704836677840216,1.361506597435851,-0.19150181181757883,1.7596937823522472,-0.15029865615834714,2
TO THE MOON,Jnr Choi,1,2021,11,5,2979,0,245095641.0,44,0,159,0,0,0.7603152200568556,D,Major,0.4489627911789642,-0.51565950127118,0.03994484545333635,-0.8378502138066773,-0.0774394187933859,-0.5294918138618154,2.3945826599274422,1
Lost in the Fire,"The Weeknd, Gesaffelstein",2,2019,1,11,7731,2,686734357.0,110,145,447,0,46,-0.7660573878705357,D,Major,-0.09600357193302485,-1.4052539051554989,0.22620195339575114,-0.6807532987179253,-0.19150181181757883,-0.4556471172097489,-0.6396989092517682,2
Salimo de Noche,"Trueno, Tiago pzk",2,2021,10,21,1057,0,261414174.0,17,5,21,0,0,-1.3695070235627602,D,Major,-0.02788277654402621,1.136444391656841,-0.08422655984160685,0.10473127672583471,-0.19150181181757883,-0.4556471172097489,-0.541818858633084,1
Volando - Remix,"Sech, Bad Bunny, Mora",3,2021,7,8,3272,19,610045621.0,101,34,70,1,2,1.1152855939934583,F#,Major,-0.09600357193302485,0.501019817453756,0.2882876560432227,-0.20946255345166928,-0.19150181181757883,-0.5294918138618154,-0.34605875739571557,1
Leave The Door Open,"Bruno Mars, Anderson .Paak, Silk Sonic",3,2021,3,5,14417,0,1115880852.0,237,123,569,0,10,0.9023033696314966,F,Major,-0.5728491396560152,0.882274561975607,-0.14631226248907844,-0.3272852397682333,-0.19150181181757883,-0.6771812071659484,-0.7375789598704523,2
Knife Talk (with 21 Savage ft. Project Pat),"Drake, Project Pat, 21 Savage",3,2021,9,3,5199,0,594482982.0,45,43,45,0,3,0.8313092948441761,F,Minor,1.1982915404579493,-1.2358073520346762,-1.6984548286758683,-0.5236563836291733,-0.19150181181757883,-0.8248706004700815,1.905182406834021,1
Don't Be Shy,"Tiï¿½ï¿½sto, Kar",2,2021,8,1,6026,0,566954746.0,171,51,187,1,21,-0.09161367739099073,B,Minor,0.6533251773459602,-0.0073198419087119725,0.9091446825179387,-0.24873678222385728,-0.19150181181757883,0.5781786359191826,-0.4439388080143997,1
The Family Madrigal,"Olga Merediz, Stephanie Beatriz, Encanto - Cast",3,2021,11,19,1150,0,184937148.0,20,38,12,0,0,0.6538241078758747,C#,Major,-0.5728491396560152,0.20448834949231634,-0.08422655984160685,-0.5629306124013613,-0.19150181181757883,-0.898715297122148,2.492462710546126,1
Phantom Regret by Jim,The Weeknd,1,2022,1,7,768,0,31959571.0,1,1,3,0,0,-0.5175781261149139,A,Minor,-1.4584194797129975,-1.1934457137544705,-1.0155120995536808,1.911345800246483,3.230369978908209,-0.3079577239056158,-0.6396989092517682,0
Freaks,Surf Curse,1,2015,5,10,3006,3,824420218.0,23,21,121,0,13,2.038208566228625,A,Major,-2.2077482289919823,-0.43093622471076864,1.8404302222300126,-1.0342213576676174,6.9944289487065765,-0.9725599937742146,-0.541818858633084,2
Acapulco,Jason Derulo,1,2021,9,1,3098,0,363467642.0,111,5,182,1,0,-0.020619602603670212,A#,Major,0.6533251773459602,-0.0073198419087119725,0.9091446825179387,-0.8378502138066773,-0.19150181181757883,-0.16026833060148274,-0.541818858633084,1
Daddy Issues,The Neighbourhood,1,2015,10,30,9771,4,1127468248.0,42,70,384,0,3,-1.3340099861691,A#,Major,-0.5728491396560152,-0.7698293309524139,-0.7671692889637944,-0.7593017562623013,1.519434083545315,-0.4556471172097489,-0.7375789598704523,2
thought i was playing,"21 Savage, Gunna",2,2022,1,7,807,0,60680939.0,3,0,5,0,0,0.9023033696314966,C#,Major,0.040238018844972426,-0.9392758840732366,0.5366304666331091,-1.0342213576676174,-0.19150181181757883,-0.8248706004700815,-0.34605875739571557,0
ELEVEN,IVE,1,2021,12,1,521,1,247737946.0,17,89,11,0,0,-0.09161367739099073,A,Major,1.062049949679952,0.3315732643329333,0.5366304666331091,-0.7985759850344893,-0.19150181181757883,-0.9725599937742146,0.04546144507902125,1
What Else Can I Do?,"Stephanie Beatriz, Diane Guerrero",2,2021,11,19,802,0,154797871.0,13,27,8,0,0,-0.09161367739099073,E,Major,0.31272120040096696,0.11976507293190503,0.4124590613381659,-0.013091409590729287,-0.19150181181757883,-0.6033365105138819,-0.6396989092517682,1
Miserable Man,David Kushner,1,2022,1,7,788,0,124407432.0,13,0,32,1,0,-0.4465840513275934,A#,Major,-0.30036595810002076,-0.8545526075128252,-1.8226262339708115,2.618281918145867,-0.19150181181757883,0.7997127258753822,-0.7375789598704523,0
happier,Olivia Rodrigo,1,2021,5,21,3069,4,850608354.0,25,46,105,0,45,1.647741154898362,F#,Major,-1.935265047435988,-0.642744416111797,-1.2017692074960955,2.146991172879611,-0.19150181181757883,-0.751025903818015,0.24122154631638965,2
Praise God,Kanye West,1,2021,8,29,4651,0,376333030.0,24,6,105,0,0,-0.16260775217831125,C#,Major,0.857687563512956,-1.2781689903148818,-0.5809121810213796,-0.9949471288954292,-0.19150181181757883,0.5781786359191826,0.6327417487911264,1
Get Into It (Yuh),Doja Cat,1,2021,6,25,4999,0,516784627.0,43,19,73,12,0,-1.0855307244134782,G#,Minor,1.607016312791941,1.1788060299370466,0.10203054810080794,0.22255396304239872,-0.19150181181757883,-0.6771812071659484,0.5348616981724422,1
Before You Go,Lewis Capaldi,1,2019,11,1,8327,24,1608045237.0,205,130,625,0,25,-0.3755899765402728,D#,Major,-1.526540275101996,-1.3628922668752932,-0.2704836677840216,1.440055054980227,-0.19150181181757883,-0.6771812071659484,-0.4439388080143997,2
Sky,Playboi Carti,1,2020,12,25,3297,3,506778838.0,25,3,52,0,1,0.6183270704822145,D,Major,0.7895667681239574,0.20448834949231634,1.6541731142875977,-0.013091409590729287,-0.19150181181757883,-0.3818024205576823,1.0242619512658633,1
Rolling in the Deep,Adele,1,2010,11,29,35684,6,1472799873.0,195,125,"6,280",2,78,-0.6240692382958947,G#,Major,0.3808419957899656,0.03504179637149369,0.7228875745755239,-0.5236563836291733,-0.19150181181757883,-0.9725599937742146,-0.7375789598704523,2
Sobrio,Maluma,1,2021,7,8,3506,10,513643924.0,103,76,100,1,1,1.9672144914413046,F,Major,0.5852043819569615,0.501019817453756,0.7849732772229955,-0.48438215485698527,-0.19150181181757883,-0.23411302725354927,1.1221420018845474,1
Peru,"Ed Sheeran, Fireboy DML",2,2021,12,23,2999,0,261286503.0,60,17,154,0,22,-0.5175781261149139,G,Minor,1.9476202897369341,0.8399129236954014,-1.3880263154385104,1.2044096823470987,-0.19150181181757883,-0.751025903818015,-0.15029865615834714,1
favorite crime,Olivia Rodrigo,1,2021,5,21,3681,0,783706581.0,20,21,99,0,7,1.7897293044730032,A,Major,-1.8671442520469894,-1.3628922668752932,-2.195140449855641,2.343362316740551,-0.19150181181757883,1.168936209135715,-0.6396989092517682,2
Thunder,"Prezioso, Gabry Ponte, LUM!X",3,2021,5,7,4846,10,422691058.0,54,16,259,0,13,-0.7660573878705357,C#,Major,-0.02788277654402621,-0.4732978629909743,1.5920874116401262,-0.9163986713510532,-0.19150181181757883,1.168936209135715,-0.4439388080143997,1
The Business,Tiï¿½ï¿,1,2020,1,1,14311,0,1062345656.0,255,32,582,0,14,-0.09161367739099073,G#,Minor,0.857687563512956,-1.1510840754742648,-0.14631226248907844,0.5760220219920907,0.03662297423080704,-0.5294918138618154,1.2200220525032317,2
I WANNA BE YOUR SLAVE,Mï¿½ï¿½ne,1,2021,3,19,4873,0,851070493.0,65,88,434,3,13,0.3698478087265927,C#,Major,0.5170835865679628,1.898953880700543,-0.20839796513655004,-1.0342213576676174,-0.19150181181757883,-0.012578937297349671,-0.6396989092517682,2
Vai Lï¿½ï¿½ Em Casa ,"Marï¿½ï¿½lia Mendonï¿½ï¿½a, George Henrique &",2,2021,10,22,772,0,263894529.0,7,3,89,0,0,1.2572737435680992,G#,Minor,-1.4584194797129975,0.45865817917355034,1.157487493107825,1.0473127672583467,-0.19150181181757883,5.821152098215906,1.7094223055966526,1
The Feels,TWICE,1,2021,10,1,1150,0,345903614.0,20,99,44,0,2,-0.09161367739099073,A,Major,0.9258083589019547,1.7295073275797204,1.5920874116401262,-0.6807532987179253,-0.19150181181757883,-0.751025903818015,-0.34605875739571557,1
No Lie,"Sean Paul, Dua Lipa",2,2016,11,18,7370,0,956865266.0,92,127,"1,219",0,62,-0.7305603504768755,G,Major,0.4489627911789642,-0.26148967158994596,1.5300017089926545,-0.8378502138066773,-0.19150181181757883,0.5781786359191826,0.24122154631638965,2
OUT OUT (feat. Charli XCX & Saweetie),"Charli XCX, Jax Jones, Joel Corry, Saweetie",4,2021,8,13,6890,0,427486004.0,122,11,201,0,1,0.050374472183650314,G#,Minor,0.7895667681239574,1.1788060299370466,1.2195731957552967,-0.9556729001232412,-0.19150181181757883,-0.9725599937742146,-0.541818858633084,1
Pope Is a Rockstar,SALES,1,2016,4,20,1966,0,156658366.0,4,2,50,0,0,-1.1565247992007985,E,Minor,0.3808419957899656,-0.8545526075128252,-1.2017692074960955,2.304088087968363,2.5459956207630516,-0.5294918138618154,-0.7375789598704523,1
2055,Sleepy hallow,1,2021,4,14,2226,0,624515457.0,29,0,44,0,0,1.36376485574908,F#,Minor,0.7214459727349588,0.5857430940141674,-0.7671692889637944,0.7723931658530307,-0.19150181181757883,-0.4556471172097489,2.0030624574527054,1
Bored,Billie Eilish,1,2017,3,30,4204,0,777765388.0,39,45,250,0,0,-0.09161367739099073,G,Major,-0.5047283442670166,-1.7017853731169386,-1.9467976392657547,2.500459231829303,-0.19150181181757883,-0.751025903818015,-0.541818858633084,2
Astronaut In The Ocean,Masked Wolf,1,2019,1,1,7191,0,1138474110.0,146,18,478,0,7,0.9732974444188172,E,Minor,0.7214459727349588,-0.17676639502953465,0.3503733586906943,-0.3272852397682333,-0.19150181181757883,-0.23411302725354927,-0.15029865615834714,2
Ley Seca,"Anuel Aa, Jhay Cortez",2,2021,9,2,2012,0,355219175.0,101,12,38,0,0,-0.6240692382958947,G#,Major,0.5852043819569615,0.2892116260527277,1.2195731957552967,-0.6414790699457373,-0.19150181181757883,-0.3818024205576823,-0.05241860553966295,1
Every Summertime,NIKI,1,2021,8,10,1211,2,290228626.0,30,2,5,0,6,-1.5469922105310616,F#,Major,-0.30036595810002076,1.0517211150964296,0.16411625074827954,0.45819933567552673,-0.19150181181757883,-0.898715297122148,-0.6396989092517682,1
